"","all_genes_used"
"11409","LRCH4"
"11410","EPHA7"
"11411","NOTUM"
"11412","POMT2"
"11413","CAMLG"
"11414","PUS10"
"11415","HNRNPUL2"
"11416","C1orf109"
"11417","ARFRP1"
"11418","HOXA1"
"11419","PRKAB1"
"11420","CCDC101"
"11421","EIF2S3"
"11422","SCFD2"
"11423","ZFP41"
"11424","NOP14-AS1"
"11425","ZNF585B"
"11426","EEPD1"
"11427","LOC100288842"
"11428","RIMS4"
"11429","UFSP2"
"11430","RECQL5"
"11431","BRMS1L"
"11432","QSOX1"
"11433","ZCWPW2"
"11434","HOXA9"
"11435","ELF5"
"11436","CRYGS"
"11437","ZMYM5"
"11438","MAP4K2"
"11439","PCCA"
"11440","MYF6"
"11441","LOC401052"
"11442","ORM2"
"11443","PPIF"
"11444","EIF3D"
"11445","1/2-SBSRNA4"
"11446","MNS1"
"11447","PARP3"
"11448","THEM5"
"11449","SCGB3A2"
"11450","SALL4"
"11451","CPEB1"
"11452","MPND"
"11453","POM121L8P"
"11454","RPA1"
"11455","DNAJB14"
"11456","HSP90AB2P"
"11457","SRFBP1"
"11458","SULT1C2"
"11459","ITGB1BP3"
"11460","C20orf4"
"11461","NSUN2"
"11462","LINC00264"
"11463","KISS1R"
"11464","DHX8"
"11465","LOC440905"
"11466","TBL2"
"11467","IL37"
"11468","USP15"
"11469","ESYT1"
"11470","FAM160B2"
"11471","RPS6KC1"
"11472","ASAH1"
"11473","SLC25A12"
"11474","IWS1"
"11475","KDM2A"
"11476","PPP2R2C"
"11477","DHRS13"
"11478","ZNF200"
"11479","WARS"
"11480","MFNG"
"11481","SLC34A2"
"11482","PPT2-EGFL8"
"11483","C1QB"
"11484","ANAPC10"
"11485","ABCB9"
"11486","TNNT2"
"11487","FKBP14"
"11488","PGA5"
"11489","TCHHL1"
"11490","KRT1"
"11491","BMP8A"
"11492","METTL17"
"11493","SEC23IP"
"11494","S100A4"
"11495","LOC100506046"
"11496","LTBP4"
"11497","CCDC53"
"11498","RASSF5"
"11499","EXOG"
"11500","RRAS2"
"11501","ELF1"
"11502","FAM166A"
"11503","OR13A1"
"11504","C10orf88"
"11505","DRAM2"
"11506","DLD"
"11507","ANKRD24"
"11508","ARFGAP2"
"11509","C19orf81"
"11510","DTX2"
"11511","DHX9"
"11512","ZKSCAN4"
"11513","MKL2"
"11514","DOM3Z"
"11515","CTSC"
"11516","WDFY3"
"11517","TTC38"
"11518","SMPD3"
"11519","CHRNA3"
"11520","SIRPB2"
"11521","LOC100287042"
"11522","C8ORFK29"
"11523","HMGB2"
"11524","PPP6R3"
"11525","SLC27A3"
"11526","VPS53"
"11527","RTEL1"
"11528","OLR1"
"11529","C16orf79"
"11530","ZNF688"
"11531","OASL"
"11532","TDRD10"
"11533","C1orf21"
"11534","PRSS36"
"11535","RNPEPL1"
"11536","LMNB1"
"11537","CALCR"
"11538","SELO"
"11539","TOR1A"
"11540","B3GALNT2"
"11541","ZNF525"
"11542","C11orf75"
"11543","RPS11"
"11544","MMP13"
"11545","ATG9A"
"11546","DIS3L"
"11547","SRSF5"
"11548","ABCA5"
"11549","COL2A1"
"11550","CBWD1"
"11551","SCFD1"
"11552","SP140L"
"11553","GPAT2"
"11554","FLJ39080"
"11555","LSM14A"
"11556","GFI1"
"11557","AGA"
"11558","HERC2P9"
"11559","C11orf73"
"11560","DDX23"
"11561","ZNF212"
"11562","KHDRBS2"
"11563","WDR75"
"11564","ZNF8"
"11565","DLL3"
"11566","FAM20B"
"11567","TMTC3"
"11568","DIAPH3"
"11569","EPHA3"
"11570","TMCO4"
"11571","PPP5C"
"11572","EZR"
"11573","LMO3"
"11574","MTF2"
"11575","CCDC38"
"11576","ACAA1"
"11577","C12orf32"
"11578","ZNF789"
"11579","NOD2"
"11580","STK25"
"11581","FBXL3"
"11582","ATP13A2"
"11583","BAZ2B"
"11584","KIAA0664L3"
"11585","TNNI2"
"11586","DOC2GP"
"11587","SFTA1P"
"11588","KIF20B"
"11589","ARMC7"
"11590","LOC148189"
"11591","RBM27"
"11592","COIL"
"11593","FAM200B"
"11594","TNFRSF12A"
"11595","SEPP1"
"11596","AQP11"
"11597","POLR1E"
"11598","MEI1"
"11599","MGC12916"
"11600","TMEM206"
"11601","LOC286002"
"11602","IGSF8"
"11603","TLE3"
"11604","PORCN"
"11605","TIAL1"
"11606","TM2D3"
"11607","NR3C1"
"11608","SLC7A5P2"
"11609","CRYM"
"11610","DNASE1L1"
"11611","HAR1B"
"11612","CALCRL"
"11613","CXorf56"
"11614","B4GALNT3"
"11615","IL31RA"
"11616","SMTNL1"
"11617","LOC100188947"
"11618","ATF4"
"11619","NUP54"
"11620","RFXAP"
"11621","PLEKHG4B"
"11622","LGALS12"
"11623","LOC386597"
"11624","PMP2"
"11625","UPF1"
"11626","TPSB2"
"11627","PRMT7"
"11628","TERF2"
"11629","UBE2F"
"11630","ZNF398"
"11631","ANKRD45"
"11632","ALG10B"
"11633","NRL"
"11634","MMS22L"
"11635","GRID2IP"
"11636","ZNF317"
"11637","ZMAT5"
"11638","NUDT17"
"11639","MPHOSPH8"
"11640","XPO5"
"11641","CALML6"
"11642","SAP30BP"
"11643","GADD45B"
"11644","TRIM26"
"11645","KIN"
"11646","FRMD5"
"11647","C11orf35"
"11648","HPN"
"11649","RPL6"
"11650","MORC4"
"11651","VANGL1"
"11652","XIRP2"
"11653","RNASE2"
"11654","LPP-AS2"
"11655","HELLS"
"11656","WFDC3"
"11657","LOC100287482"
"11658","NAV1"
"11659","ATP6AP1L"
"11660","MUCL1"
"11661","SALL3"
"11662","GOLGA2P5"
"11663","NPPA"
"11664","LIN37"
"11665","CAB39"
"11666","TFCP2"
"11667","TRAPPC2"
"11668","CHPF"
"11669","C5orf44"
"11670","SLC37A1"
"11671","TMEM209"
"11672","ZFP106"
"11673","SNHG8"
"11674","C8orf44"
"11675","WDR44"
"11676","C11orf65"
"11677","LOC100506895"
"11678","LOC100505761"
"11679","FLJ35946"
"11680","CHEK2P2"
"11681","OSGEPL1"
"11682","WEE1"
"11683","C10orf35"
"11684","COL6A4P2"
"11685","SMA5"
"11686","SPATA5"
"11687","BIRC5"
"11688","ZNF668"
"11689","INTS10"
"11690","POLR3B"
"11691","DFNA5"
"11692","CGB7"
"11693","SETD1A"
"11694","THAP10"
"11695","MRPL9"
"11696","SEC62"
"11697","CXXC5"
"11698","PLEC"
"11699","ZYX"
"11700","LOC100507062"
"11701","INA"
"11702","ASB6"
"11703","KLHL28"
"11704","SLC13A2"
"11705","TBR1"
"11706","FMO5"
"11707","LBX2"
"11708","CXCL11"
"11709","GTF2H3"
"11710","GPR180"
"11711","LOC100129961"
"11712","NEK8"
"11713","TBPL1"
"11714","CD274"
"11715","RIMS1"
"11716","GBX1"
"11717","CLINT1"
"11718","ARL6IP4"
"11719","TIFA"
"11720","STAP2"
"11721","KRBOX1"
"11722","HEATR2"
"11723","TCAM1P"
"11724","RANBP3"
"11725","FAM122B"
"11726","PELO"
"11727","TCP1"
"11728","FTSJ3"
"11729","CNIH"
"11730","FLJ31813"
"11731","PCBP2"
"11732","MYBPC3"
"11733","ZMYM1"
"11734","FGF8"
"11735","GABARAPL1"
"11736","RWDD2B"
"11737","TCOF1"
"11738","POLA1"
"11739","WDPCP"
"11740","PON2"
"11741","FSTL3"
"11742","ESR2"
"11743","GDI2"
"11744","SCRN2"
"11745","PRNP"
"11746","C11orf20"
"11747","DNA2"
"11748","CCDC43"
"11749","MMP10"
"11750","LPAR2"
"11751","NPL"
"11752","ZFAND6"
"11753","ARHGAP4"
"11754","ABCD3"
"11755","G6PC3"
"11756","RNF10"
"11757","VMAC"
"11758","NPRL3"
"11759","PKD2L1"
"11760","MRAP2"
"11761","MX1"
"11762","FBXL19-AS1"
"11763","HNF4G"
"11764","ACP6"
"11765","SLFN13"
"11766","LOC100507412"
"11767","GGCX"
"11768","UTP18"
"11769","BBS2"
"11770","HSPH1"
"11771","TANC2"
"11772","LOC151174"
"11773","TBC1D9B"
"11774","KATNAL2"
"11775","SLC35B3"
"11776","HEATR4"
"11777","DIP2A"
"11778","DDA1"
"11779","PQLC1"
"11780","SYNJ1"
"11781","TUBGCP2"
"11782","SMPD4"
"11783","LRRFIP2"
"11784","PHLPP1"
"11785","INSM2"
"11786","HIGD2A"
"11787","TRIM25"
"11788","MCM6"
"11789","MBNL3"
"11790","EGR1"
"11791","HIRA"
"11792","CSF2"
"11793","SNX16"
"11794","RILP"
"11795","POTEKP"
"11796","PROCA1"
"11797","UBE3C"
"11798","C21orf63"
"11799","TP53I13"
"11800","GSTK1"
"11801","MDK"
"11802","NAA16"
"11803","UBE2D1"
"11804","MFSD6L"
"11805","C14orf102"
"11806","CDK5RAP1"
"11807","LOC100507117"
"11808","FLJ41484"
"11809","TTLL10"
"11810","IL17RB"
"11811","HLA-DRB5"
"11812","ZNF714"
"11813","LOC100505738"
"11814","CDC6"
"11815","VEGFA"
"11816","HES6"
"11817","GRM2"
"11818","NPTX2"
"11819","BUB1B"
"11820","GCC1"
"11821","DHTKD1"
"11822","KIF4A"
"11823","RPL23"
"11824","CD164"
"11825","BOLA3-AS1"
"11826","GBX2"
"11827","RNF20"
"11828","DNAJC5B"
"11829","C2orf49"
"11830","PHAX"
"11831","PRIM2"
"11832","NBPF16"
"11833","EXOC5"
"11834","SYNE2"
"11835","MPO"
"11836","RIBC1"
"11837","RNF138P1"
"11838","RGSL1"
"11839","TXNRD1"
"11840","PALM3"
"11841","RGS7BP"
"11842","PEX1"
"11843","THAP5"
"11844","FAM102A"
"11845","MIS18BP1"
"11846","ARAF"
"11847","SLC2A8"
"11848","C14orf21"
"11849","EDIL3"
"11850","AP4S1"
"11851","KDM4A"
"11852","PTPLAD2"
"11853","NUBP1"
"11854","EDEM2"
"11855","NPM1"
"11856","METTL21CP1"
"11857","LOC100133612"
"11858","LMTK2"
"11859","TSPAN14"
"11860","MBP"
"11861","KRT15"
"11862","PATL1"
"11863","GAD2"
"11864","KIAA1143"
"11865","NOX1"
"11866","MOAP1"
"11867","DNTTIP1"
"11868","PNPLA7"
"11869","ZNF747"
"11870","STRADA"
"11871","LHX1"
"11872","TRIM65"
"11873","KATNA1"
"11874","RPL31"
"11875","TCEAL8"
"11876","ZHX1-C8ORF76"
"11877","ZNF503"
"11878","APOE"
"11879","SLC16A8"
"11880","KRT27"
"11881","SSR2"
"11882","RBM4"
"11883","C1orf51"
"11884","GLI2"
"11885","LILRA3"
"11886","OBFC2B"
"11887","GNPAT"
"11888","C17orf76-AS1"
"11889","UGT1A1"
"11890","ABCE1"
"11891","NOMO1"
"11892","CASKIN2"
"11893","ZSCAN22"
"11894","LOC100129387"
"11895","SSBP2"
"11896","PTCD3"
"11897","TXLNA"
"11898","PPA1"
"11899","MBL1P"
"11900","TTF2"
"11901","PER3"
"11902","C9orf114"
"11903","ASB7"
"11904","FOXI3"
"11905","RAD51AP1"
"11906","ATG16L1"
"11907","NEK4"
"11908","GLYATL2"
"11909","PPP1R3E"
"11910","ZFP91"
"11911","SNX7"
"11912","OVCA2"
"11913","EXOC6"
"11914","C3orf55"
"11915","BLOC1S3"
"11916","H2AFV"
"11917","LOC541473"
"11918","FANCM"
"11919","RLN2"
"11920","SLC6A3"
"11921","WDR63"
"11922","CECR2"
"11923","MITD1"
"11924","USP38"
"11925","AADACL2"
"11926","CRLS1"
"11927","ADRM1"
"11928","TCHP"
"11929","TSSK6"
"11930","FIGNL1"
"11931","DCTN4"
"11932","LOC100506071"
"11933","CCNY"
"11934","SKP1"
"11935","HCAR3"
"11936","PNO1"
"11937","IL17RD"
"11938","CEBPE"
"11939","LRRC46"
"11940","KIF15"
"11941","DDX55"
"11942","LRRC37A"
"11943","FUNDC2"
"11944","APOBEC3B"
"11945","ISOC2"
"11946","USP31"
"11947","FOLH1"
"11948","WDFY2"
"11949","NLGN2"
"11950","MYH2"
"11951","CMBL"
"11952","RAD51AP2"
"11953","TRMT61B"
"11954","LOC645513"
"11955","ZNF345"
"11956","MUM1"
"11957","LRCH3"
"11958","CTU2"
"11959","LRRC45"
"11960","ZNF205"
"11961","SPATA25"
"11962","PPPDE2"
"11963","MKI67"
"11964","NCDN"
"11965","TBCB"
"11966","ABCG4"
"11967","PPIL4"
"11968","FAM161B"
"11969","ERICH1"
"11970","GSDMB"
"11971","SRPK3"
"11972","RC3H2"
"11973","GSTCD"
"11974","FUZ"
"11975","CTDSP1"
"11976","LOC388906"
"11977","EIF3G"
"11978","REEP5"
"11979","DGCR14"
"11980","TFCP2L1"
"11981","LOC148413"
"11982","LOC284100"
"11983","IFT122"
"11984","UBR3"
"11985","PAPD5"
"11986","CAPN5"
"11987","C17orf53"
"11988","BEX5"
"11989","SLFN5"
"11990","MESP1"
"11991","PACS1"
"11992","MST1"
"11993","CCDC134"
"11994","SNX27"
"11995","TBC1D25"
"11996","ATL1"
"11997","PGRMC1"
"11998","LOC92249"
"11999","ATHL1"
"12000","LINC00526"
"12001","B3GALT6"
"12002","RPL7L1"
"12003","ID3"
"12004","GCNT3"
"12005","C21orf67"
"12006","PSG9"
"12007","SOCS6"
"12008","SDS"
"12009","PPP1CC"
"12010","RLF"
"12011","C15orf63"
"12012","NDUFB11"
"12013","KIR2DL4"
"12014","CYP26C1"
"12015","FOXL2"
"12016","TMEM192"
"12017","LOC100286922"
"12018","TGM7"
"12019","FITM2"
"12020","UBA1"
"12021","SETD4"
"12022","LIPG"
"12023","MAGT1"
"12024","KLF1"
"12025","ZNF143"
"12026","DMPK"
"12027","LOC146880"
"12028","ZNF117"
"12029","STK11"
"12030","PARP16"
"12031","LOC100506686"
"12032","MCM4"
"12033","NAA30"
"12034","FIGLA"
"12035","MRVI1-AS1"
"12036","TMEM158"
"12037","MS4A4A"
"12038","ZNRF2P1"
"12039","PKN2"
"12040","RPL26"
"12041","TTI1"
"12042","LINC00319"
"12043","CLCNKB"
"12044","HADHA"
"12045","CNPY3"
"12046","ZNF283"
"12047","PSMB1"
"12048","SERPINI2"
"12049","ATP1A1"
"12050","ITGB4"
"12051","KCNG1"
"12052","GUCY1B2"
"12053","LOC255512"
"12054","LOC100131825"
"12055","ZNF574"
"12056","GPNMB"
"12057","TYMP"
"12058","ANO8"
"12059","WASF2"
"12060","POLR2M"
"12061","PDE9A"
"12062","FAM216A"
"12063","DBNDD2"
"12064","LOC100287765"
"12065","ERC2"
"12066","SMG5"
"12067","FAM86C1"
"12068","AGMAT"
"12069","WDR49"
"12070","MAP6D1"
"12071","CLPB"
"12072","CUL4B"
"12073","CSAD"
"12074","XAB2"
"12075","PNCK"
"12076","MAFG"
"12077","TAS2R20"
"12078","EFNB1"
"12079","ZSCAN5A"
"12080","C19orf21"
"12081","TMEM190"
"12082","EPRS"
"12083","FAM86EP"
"12084","CPT1B"
"12085","SLC39A6"
"12086","GLT25D1"
"12087","C14orf169"
"12088","WFDC5"
"12089","C19orf29"
"12090","MED27"
"12091","PPP1R12C"
"12092","WHSC1L1"
"12093","RPL34"
"12094","CASP2"
"12095","PFDN4"
"12096","SLC35D1"
"12097","PADI4"
"12098","LUC7L2"
"12099","LOC93622"
"12100","OR2A7"
"12101","PYROXD1"
"12102","NOXRED1"
"12103","CCR10"
"12104","PLIN2"
"12105","PNPLA1"
"12106","NLRP4"
"12107","EXD2"
"12108","PPP1R15A"
"12109","NARS"
"12110","PACSIN2"
"12111","TRIL"
"12112","KCNJ15"
"12113","ALG5"
"12114","LOC389791"
"12115","XKRX"
"12116","RAB40B"
"12117","HSF2"
"12118","LOC285629"
"12119","SAYSD1"
"12120","TMEM39A"
"12121","EPS15L1"
"12122","GTF2H2D"
"12123","IKZF5"
"12124","OCRL"
"12125","ZNF829"
"12126","CDKN2C"
"12127","HPCA"
"12128","DDX24"
"12129","MARCH6"
"12130","RNF25"
"12131","OAS3"
"12132","RNF217"
"12133","EGF"
"12134","TFAM"
"12135","PLEKHA8P1"
"12136","LOC641298"
"12137","SEPN1"
"12138","RAB2B"
"12139","NUDCD3"
"12140","FAM43B"
"12141","PHACTR4"
"12142","CPSF7"
"12143","MARCH2"
"12144","MOB1A"
"12145","ARHGAP5"
"12146","MFSD12"
"12147","SLC25A38"
"12148","TMEM167A"
"12149","TLR2"
"12150","STX4"
"12151","TMEM27"
"12152","SLTM"
"12153","GPR89B"
"12154","LOC400027"
"12155","SIX2"
"12156","ARL6IP6"
"12157","IQGAP1"
"12158","C12orf61"
"12159","KPNA3"
"12160","MRPL15"
"12161","DSCC1"
"12162","LOC553103"
"12163","ACOX1"
"12164","EAPP"
"12165","CYTH2"
"12166","CHRM5"
"12167","TTC1"
"12168","SOX6"
"12169","FIBCD1"
"12170","RFC3"
"12171","LOC100302401"
"12172","SLC39A1"
"12173","AGFG1"
"12174","RP2"
"12175","EEF1G"
"12176","RYR1"
"12177","GRK7"
"12178","HNRNPL"
"12179","PTPN4"
"12180","LOC100630918"
"12181","SNX13"
"12182","CCDC99"
"12183","SERPINB10"
"12184","CCDC130"
"12185","ANG"
"12186","NSL1"
"12187","ZNF276"
"12188","ERBB2IP"
"12189","FHIT"
"12190","GIN1"
"12191","CLEC12B"
"12192","C14orf167"
"12193","RIPK1"
"12194","KIR3DL1"
"12195","RHPN2"
"12196","POTEF"
"12197","LUZP1"
"12198","ZBTB17"
"12199","GJB4"
"12200","FLJ35776"
"12201","UCK1"
"12202","FAM82B"
"12203","ASF1A"
"12204","HNRNPA1"
"12205","C14orf39"
"12206","DDX54"
"12207","CRBN"
"12208","SDSL"
"12209","C11orf51"
"12210","H1FNT"
"12211","MBIP"
"12212","ALYREF"
"12213","CHAF1A"
"12214","SYDE2"
"12215","MYOC"
"12216","SRCAP"
"12217","C22orf39"
"12218","AGPAT5"
"12219","PLXNB1"
"12220","PHF23"
"12221","WDR13"
"12222","ADCK2"
"12223","C4orf26"
"12224","SESTD1"
"12225","TMEM115"
"12226","ANKRD13A"
"12227","FANCB"
"12228","SMARCAL1"
"12229","ELMOD1"
"12230","UBXN11"
"12231","DDX31"
"12232","E2F1"
"12233","DDB2"
"12234","TDRD12"
"12235","RALGAPA2"
"12236","FAM207A"
"12237","ATG14"
"12238","LOC100507240"
"12239","SMAD5-AS1"
"12240","GULP1"
"12241","MPV17L"
"12242","GOLT1B"
"12243","RPA4"
"12244","LOC284998"
"12245","TRIM39"
"12246","IFNK"
"12247","PTGR2"
"12248","PHB2"
"12249","NHLRC1"
"12250","LOC440173"
"12251","ENTPD8"
"12252","RAD51D"
"12253","MGAT4B"
"12254","CHRM3"
"12255","FAM173A"
"12256","RAD9A"
"12257","NANOS1"
"12258","SEPT5"
"12259","PCSK1"
"12260","SPAG7"
"12261","WWTR1-AS1"
"12262","PHF7"
"12263","PRKAG1"
"12264","AKD1"
"12265","TAF4"
"12266","ENO4"
"12267","SERTAD3"
"12268","FBXO28"
"12269","RPS6KA3"
"12270","ALPPL2"
"12271","TMEM143"
"12272","ZYG11B"
"12273","SCML1"
"12274","RFK"
"12275","ARVCF"
"12276","LEKR1"
"12277","KPNB1"
"12278","WDHD1"
"12279","KRT75"
"12280","HARS"
"12281","MTRF1L"
"12282","PIH1D2"
"12283","GRM6"
"12284","PMS2"
"12285","LOC100506190"
"12286","TTC29"
"12287","PEX12"
"12288","PDCL"
"12289","VAX2"
"12290","SH3D21"
"12291","TBCE"
"12292","DMXL1"
"12293","ZNF846"
"12294","PRDX3"
"12295","KDELR2"
"12296","SF3A2"
"12297","BCL6B"
"12298","GIGYF1"
"12299","KCNQ1OT1"
"12300","KDM3A"
"12301","LOC400752"
"12302","LMBRD2"
"12303","ANKRD36"
"12304","HADHB"
"12305","ZCCHC8"
"12306","BCR"
"12307","NUDT12"
"12308","AFTPH"
"12309","SYN3"
"12310","PITPNB"
"12311","TAF1A"
"12312","HIBADH"
"12313","TMSB4X"
"12314","C19orf57"
"12315","THSD4"
"12316","HTRA2"
"12317","CASZ1"
"12318","FANCI"
"12319","LOC653786"
"12320","VPS37A"
"12321","LOC100129550"
"12322","PJA2"
"12323","NUDT9"
"12324","PNPLA2"
"12325","GPRASP2"
"12326","AP3B1"
"12327","HAPLN1"
"12328","COA5"
"12329","CNOT4"
"12330","ZNHIT6"
"12331","TMC5"
"12332","HOXA10"
"12333","TTLL11"
"12334","GOLGA1"
"12335","SCARNA9"
"12336","ENOSF1"
"12337","ACYP2"
"12338","C6orf72"
"12339","ASPSCR1"
"12340","OGDHL"
"12341","MTHFR"
"12342","CCDC116"
"12343","TULP2"
"12344","C9orf82"
"12345","CRTAP"
"12346","MMS19"
"12347","PHF15"
"12348","NKX2-2"
"12349","ZNF121"
"12350","CNOT3"
"12351","LOC100130673"
"12352","ANAPC2"
"12353","METAP2"
"12354","MEIS1"
"12355","SLC9A8"
"12356","MORN3"
"12357","FLJ11235"
"12358","DHX34"
"12359","PEMT"
"12360","DRD4"
"12361","MARCKS"
"12362","LOC100286844"
"12363","IL28RA"
"12364","ABRA"
"12365","HACE1"
"12366","RBBP7"
"12367","AADAT"
"12368","NPC1L1"
"12369","NUDT16L1"
"12370","NADKD1"
"12371","CCDC125"
"12372","GOLT1A"
"12373","PROSER1"
"12374","BCL2L15"
"12375","GPR128"
"12376","EML5"
"12377","TMEM150A"
"12378","SCNN1B"
"12379","RORC"
"12380","DIMT1"
"12381","TAF5"
"12382","XPOT"
"12383","PFKM"
"12384","KIF13B"
"12385","AMIGO1"
"12386","AEBP2"
"12387","RHPN1"
"12388","C2CD4A"
"12389","UBIAD1"
"12390","CFI"
"12391","PPM1N"
"12392","ATG4D"
"12393","DNASE2"
"12394","GORASP1"
"12395","LOC100506994"
"12396","HSPA9"
"12397","PIGH"
"12398","GLTSCR1"
"12399","TSNARE1"
"12400","C22orf40"
"12401","MANBA"
"12402","C5orf30"
"12403","IGF2-AS1"
"12404","FAM133B"
"12405","PRIM1"
"12406","SEC61B"
"12407","EBAG9"
"12408","HSPA4"
"12409","ANK3"
"12410","PARP4"
"12411","LMF2"
"12412","PAX2"
"12413","PRINS"
"12414","GOLGA4"
"12415","KLRD1"
"12416","RFNG"
"12417","LRRC69"
"12418","YWHAE"
"12419","RSU1"
"12420","SGK196"
"12421","HIAT1"
"12422","USP14"
"12423","NOBOX"
"12424","C11orf82"
"12425","PCBP1"
"12426","CXCL5"
"12427","URB2"
"12428","C1QL1"
"12429","LOC285205"
"12430","PSMC3"
"12431","NDUFS4"
"12432","DAPK2"
"12433","NSMCE4A"
"12434","HDAC2"
"12435","WIZ"
"12436","LAMA5"
"12437","GCDH"
"12438","RAG1"
"12439","INPP5F"
"12440","ZP3"
"12441","ENOPH1"
"12442","SLC30A1"
"12443","VAMP5"
"12444","NOM1"
"12445","PWP2"
"12446","IFI6"
"12447","CEP78"
"12448","KLRC2"
"12449","MED21"
"12450","C19orf60"
"12451","GPR108"
"12452","FAM175B"
"12453","MED30"
"12454","PRR22"
"12455","SPTAN1"
"12456","MFHAS1"
"12457","THAP6"
"12458","MLLT11"
"12459","SLC25A21"
"12460","KCTD4"
"12461","VPS37C"
"12462","METTL8"
"12463","GRIN3B"
"12464","C18orf21"
"12465","ECD"
"12466","PHC3"
"12467","CBLN1"
"12468","RGS14"
"12469","CALML4"
"12470","TUBB"
"12471","CDS2"
"12472","MSR1"
"12473","TMEM18"
"12474","FAM86FP"
"12475","BBIP1"
"12476","SYMPK"
"12477","GFAP"
"12478","ZNF595"
"12479","ERLIN2"
"12480","SLC35B1"
"12481","MMP8"
"12482","DUSP19"
"12483","LCE3D"
"12484","LRPPRC"
"12485","MPV17"
"12486","CLSPN"
"12487","IL29"
"12488","HINT2"
"12489","TMEM33"
"12490","SEPT3"
"12491","PIK3CB"
"12492","TMEM25"
"12493","LINC00313"
"12494","WRAP73"
"12495","MAP1LC3A"
"12496","IMMP2L"
"12497","DSG2"
"12498","SLC38A6"
"12499","C20orf118"
"12500","EPT1"
"12501","WDTC1"
"12502","DNASE1"
"12503","ALOX12B"
"12504","MUC16"
"12505","ACADL"
"12506","SNHG10"
"12507","BEX2"
"12508","PARN"
"12509","RAB40A"
"12510","RARS2"
"12511","MIR181A2HG"
"12512","FBXL5"
"12513","QSER1"
"12514","GTSE1"
"12515","TMEM237"
"12516","ZSCAN12P1"
"12517","VPS16"
"12518","C3orf64"
"12519","SLC25A48"
"12520","SPDYE5"
"12521","CAMK2B"
"12522","DPP7"
"12523","C4orf29"
"12524","IARS"
"12525","RELL1"
"12526","LYRM4"
"12527","ANKS3"
"12528","UGT2B17"
"12529","MSRA"
"12530","ABCB8"
"12531","RRP7A"
"12532","BAZ2A"
"12533","SORBS2"
"12534","DAPL1"
"12535","TTC5"
"12536","CCT6B"
"12537","RFX7"
"12538","TRMT1L"
"12539","C4orf34"
"12540","CENPK"
"12541","YARS2"
"12542","HTR2C"
"12543","ECHDC2"
"12544","C11orf88"
"12545","PPM1D"
"12546","RPL9"
"12547","LOC100128640"
"12548","BEND3"
"12549","LOC100506469"
"12550","SNORA25"
"12551","TAZ"
"12552","ALOX12P2"
"12553","CDC73"
"12554","PCDHGA8"
"12555","CTNNBL1"
"12556","CECR5"
"12557","C16orf58"
"12558","HNRNPUL1"
"12559","RAP1B"
"12560","LLGL1"
"12561","STC2"
"12562","TAOK2"
"12563","AP3S2"
"12564","RPAP3"
"12565","TSC22D4"
"12566","GATA5"
"12567","NEIL1"
"12568","LOC653513"
"12569","ESCO1"
"12570","MAPK1"
"12571","TIGD6"
"12572","KDM1A"
"12573","WDR90"
"12574","PTPN11"
"12575","ETAA1"
"12576","CHST1"
"12577","YES1"
"12578","CYP2J2"
"12579","YY1AP1"
"12580","FAM86HP"
"12581","ANKK1"
"12582","ARSI"
"12583","EYA1"
"12584","LOC100287616"
"12585","KCNQ1"
"12586","LYSMD2"
"12587","PTPMT1"
"12588","SRC"
"12589","EDC3"
"12590","MARCH7"
"12591","CCL18"
"12592","RRP15"
"12593","BSCL2"
"12594","SLC6A17"
"12595","NUFIP1"
"12596","FUCA1"
"12597","LOC100289561"
"12598","SMURF1"
"12599","EIF2C4"
"12600","LOC100272217"
"12601","BPIFB1"
"12602","GNAS"
"12603","DPY19L4"
"12604","MUL1"
"12605","STC1"
"12606","C9orf80"
"12607","YPEL5"
"12608","MED24"
"12609","FBXO4"
"12610","VSIG10"
"12611","COL6A6"
"12612","KLHL12"
"12613","LOC254896"
"12614","GABRR1"
"12615","GLDC"
"12616","TMEM97"
"12617","WASH5P"
"12618","TTLL2"
"12619","FKBP15"
"12620","TTC7A"
"12621","HIRIP3"
"12622","EXOC6B"
"12623","ALKBH2"
"12624","STAM2"
"12625","SLC16A2"
"12626","ZBTB12"
"12627","PSMB7"
"12628","WDR3"
"12629","FAM199X"
"12630","FAM3C"
"12631","TSPYL1"
"12632","SENP7"
"12633","ZNF511"
"12634","EIF5A2"
"12635","COMMD1"
"12636","CELSR1"
"12637","MICU1"
"12638","TPTE2P1"
"12639","EFCAB4A"
"12640","KHK"
"12641","RBBP4"
"12642","AASDH"
"12643","TMED2"
"12644","LOC100505783"
"12645","BLNK"
"12646","ZNF512B"
"12647","PRRX2"
"12648","UTP23"
"12649","CLCN5"
"12650","PCMT1"
"12651","TSPAN31"
"12652","PTPRA"
"12653","OS9"
"12654","LOC145783"
"12655","C1orf228"
"12656","IKBKG"
"12657","C10orf2"
"12658","RPS27A"
"12659","FMO9P"
"12660","ZNF623"
"12661","PCDHGA9"
"12662","TMEM8A"
"12663","KCNJ13"
"12664","MMRN2"
"12665","SCO2"
"12666","MTO1"
"12667","TNFRSF18"
"12668","LOC100506385"
"12669","KDM6A"
"12670","C14orf43"
"12671","RB1CC1"
"12672","GOLPH3"
"12673","PAGE2"
"12674","ZNF563"
"12675","STX1A"
"12676","LOC145663"
"12677","GPR113"
"12678","TMEM106B"
"12679","C1orf220"
