"symbol","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9"
"CGGBP1",4085,742,4573,4120,7543,4761,4341,4610,5444,7283,3578,3602,1896,2189,2381,3240,2197,5875
"CGN",429,265,286,561,164,1928,919,1233,943,4277,1351,771,154,990,969,138,1783,786
"CGNL1",649,19,874,990,1654,102,40,271,161,122,37,774,203,46,141,529,13,4746
"CGREF1",27,179,34,21,11,11,92,46,85,5,11,0,28,320,244,24,233,344
"CGRRF1",257,76,359,331,482,272,233,151,260,236,164,197,256,182,105,209,66,170
"CH25H",102,11,442,512,48,104,164,274,39,231,182,24,12,351,97,170,223,44
"CHAC1",350,77,172,191,147,93,550,106,162,271,224,74,65,131,487,156,123,243
"CHAC2",172,94,197,207,162,361,231,108,200,352,174,74,123,117,153,139,170,222
"CHAD",27,11,53,13,17,32,5,5,2,11,16,48,62,33,6,20,10,17
"CHADL",348,34,239,266,156,116,316,89,20,266,182,454,327,187,128,161,239,56
"CHAF1A",3130,891,1851,1761,2972,2918,2381,1207,2546,5914,5147,4820,2660,1972,2363,2868,1714,3045
"CHAF1B",2420,425,1123,876,2079,2200,978,519,1122,2078,1627,1269,1522,602,937,1373,731,2174
"CHAMP1",1064,185,1476,1061,2611,1421,1049,401,498,1033,1066,1008,577,286,604,1370,386,2606
"CHAT",12,0,3,0,0,0,1,1,22,258,2,0,26,1,0,0,1,0
"CHCHD1",674,636,1583,1051,1367,1970,1814,1206,1766,2430,1290,902,908,872,1019,730,713,822
"CHCHD10",1216,994,1663,580,251,772,2608,874,545,1028,1813,636,1490,1049,1510,488,848,353
"CHCHD2",7968,3754,7226,7079,9586,13083,9585,8534,10203,13362,10445,7592,6791,5768,7539,5921,7336,7015
"CHCHD3",1666,390,1195,1226,1883,1832,1358,1406,1183,2317,1677,975,1398,659,826,1059,1272,2061
"CHCHD4",660,218,601,265,623,883,557,613,614,1018,654,346,537,312,616,447,372,498
